"Name","Monthly Rent"
"Description","The monthly rent (in dollars) agreed to or contracted for, regardless of any furnishings, utilities, fees, meals, or services that may be included.&nbsp;"
"Source Notes","U.S. Census Bureau, American Community Survey 5-Year Estimates, Table B25056 (2009-2020);&nbsp; retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>."
"Notes","Percents refer to the percent of all occupied rental units."

Location,Rent Level,TimeFrame,DataFormat,Data,Fips
Howard Beach,"$1,500 to $1,999",2016,Number,3581,410
The Rockaways,"$1,500 to $1,999",2016,Number,3011,414
Bronx,"$1,500 to $1,999",2016,Number,34353,36005
Brooklyn,"$1,500 to $1,999",2016,Number,101390,36047
Manhattan,"$1,500 to $1,999",2016,Number,81092,36061
Queens,"$1,500 to $1,999",2016,Number,104828,36081
Staten Island,"$1,500 to $1,999",2016,Number,6228,36085
New York City,"$1,500 to $1,999",2016,Number,327891,3651000
Riverdale,"$1,500 to $1,999",2016,Percent,0.17052,208
Williamsbridge,"$1,500 to $1,999",2016,Percent,0.1477,212
Throgs Neck,"$1,500 to $1,999",2016,Percent,0.12196,210
Pelham Parkway,"$1,500 to $1,999",2016,Percent,0.12466,211
Morrisania,"$1,500 to $1,999",2016,Percent,0.05968,203
East Tremont,"$1,500 to $1,999",2016,Percent,0.05968,206
Bedford Park,"$1,500 to $1,999",2016,Percent,0.06576,207
University Heights,"$1,500 to $1,999",2016,Percent,0.06327,205
Concourse/Highbridge,"$1,500 to $1,999",2016,Percent,0.05235,204
Unionport/Soundview,"$1,500 to $1,999",2016,Percent,0.09516,209
Mott Haven,"$1,500 to $1,999",2016,Percent,0.06168,201
Hunts Point,"$1,500 to $1,999",2016,Percent,0.06168,202
Washington Heights,"$1,500 to $1,999",2016,Percent,0.15935,112
Manhattanville,"$1,500 to $1,999",2016,Percent,0.14599,109
Central Harlem,"$1,500 to $1,999",2016,Percent,0.11115,110
East Harlem,"$1,500 to $1,999",2016,Percent,0.09332,111
Upper East Side,"$1,500 to $1,999",2016,Percent,0.23272,108
Upper West Side,"$1,500 to $1,999",2016,Percent,0.14335,107
Chelsea/Clinton,"$1,500 to $1,999",2016,Percent,0.10865,104
Midtown Business District,"$1,500 to $1,999",2016,Percent,0.10865,105
Murray Hill/Stuyvesant,"$1,500 to $1,999",2016,Percent,0.19109,106
Lower East Side,"$1,500 to $1,999",2016,Percent,0.10794,103
Battery Park/Tribeca,"$1,500 to $1,999",2016,Percent,0.09987,101
Greenwich Village,"$1,500 to $1,999",2016,Percent,0.09987,102
Tottenville,"$1,500 to $1,999",2016,Percent,0.12468,503
South Beach,"$1,500 to $1,999",2016,Percent,0.15863,502
St. George,"$1,500 to $1,999",2016,Percent,0.1116,501
Williamsburg/Greenpoint,"$1,500 to $1,999",2016,Percent,0.18343,301
Bushwick,"$1,500 to $1,999",2016,Percent,0.16339,304
Bedford Stuyvesant,"$1,500 to $1,999",2016,Percent,0.16956,303
Fort Greene/Brooklyn Hts,"$1,500 to $1,999",2016,Percent,0.15613,302
Park Slope,"$1,500 to $1,999",2016,Percent,0.20623,306
Crown Heights North,"$1,500 to $1,999",2016,Percent,0.15108,308
Brownsville,"$1,500 to $1,999",2016,Percent,0.08102,316
East New York,"$1,500 to $1,999",2016,Percent,0.13667,305
Canarsie,"$1,500 to $1,999",2016,Percent,0.20152,318
East Flatbush,"$1,500 to $1,999",2016,Percent,0.10541,317
Crown Heights South,"$1,500 to $1,999",2016,Percent,0.13447,309
Sunset Park,"$1,500 to $1,999",2016,Percent,0.22156,307
Bay Ridge,"$1,500 to $1,999",2016,Percent,0.19501,310
Borough Park,"$1,500 to $1,999",2016,Percent,0.21444,312
Flatbush/Midwood,"$1,500 to $1,999",2016,Percent,0.15218,314
Sheepshead Bay,"$1,500 to $1,999",2016,Percent,0.16255,315
Bensonhurst,"$1,500 to $1,999",2016,Percent,0.12621,311
Coney Island,"$1,500 to $1,999",2016,Percent,0.09161,313
Astoria,"$1,500 to $1,999",2016,Percent,0.28333,401
Jackson Heights,"$1,500 to $1,999",2016,Percent,0.25415,403
Flushing,"$1,500 to $1,999",2016,Percent,0.27518,407
Bayside,"$1,500 to $1,999",2016,Percent,0.37139,411
Queens Village,"$1,500 to $1,999",2016,Percent,0.28843,413
Fresh Meadows/Briarwood,"$1,500 to $1,999",2016,Percent,0.25216,408
Elmhurst/Corona,"$1,500 to $1,999",2016,Percent,0.27357,404
Rego Park/Forest Hills,"$1,500 to $1,999",2016,Percent,0.30502,406
Sunnyside/Woodside,"$1,500 to $1,999",2016,Percent,0.25064,402
Ridgewood/Glendale,"$1,500 to $1,999",2016,Percent,0.19211,405
Woodhaven,"$1,500 to $1,999",2016,Percent,0.24571,409
Jamaica/St. Albans,"$1,500 to $1,999",2016,Percent,0.15801,412
Howard Beach,"$1,500 to $1,999",2016,Percent,0.2709,410
The Rockaways,"$1,500 to $1,999",2016,Percent,0.12003,414
Bronx,"$1,500 to $1,999",2016,Percent,0.08861,36005
Brooklyn,"$1,500 to $1,999",2016,Percent,0.15755,36047
Manhattan,"$1,500 to $1,999",2016,Percent,0.143,36061
Queens,"$1,500 to $1,999",2016,Percent,0.24824,36081
Staten Island,"$1,500 to $1,999",2016,Percent,0.12673,36085
New York City,"$1,500 to $1,999",2016,Percent,0.15842,3651000
Riverdale,"$2,000 or more",2016,Number,1756,208
Williamsbridge,"$2,000 or more",2016,Number,353,212
Throgs Neck,"$2,000 or more",2016,Number,407,210
Pelham Parkway,"$2,000 or more",2016,Number,528,211
Morrisania,"$2,000 or more",2016,Number,161.94088,203
East Tremont,"$2,000 or more",2016,Number,169.05912,206
Bedford Park,"$2,000 or more",2016,Number,504,207
University Heights,"$2,000 or more",2016,Number,308,205
Concourse/Highbridge,"$2,000 or more",2016,Number,184,204
Unionport/Soundview,"$2,000 or more",2016,Number,681,209
Mott Haven,"$2,000 or more",2016,Number,264.16072,201
Hunts Point,"$2,000 or more",2016,Number,150.83928,202
Washington Heights,"$2,000 or more",2016,Number,4086,112
Manhattanville,"$2,000 or more",2016,Number,7216,109
Central Harlem,"$2,000 or more",2016,Number,4836,110
East Harlem,"$2,000 or more",2016,Number,4824,111
Upper East Side,"$2,000 or more",2016,Number,37988,108
Upper West Side,"$2,000 or more",2016,Number,27353,107
Chelsea/Clinton,"$2,000 or more",2016,Number,22463.3417,104
Midtown Business District,"$2,000 or more",2016,Number,11242.6583,105
Murray Hill/Stuyvesant,"$2,000 or more",2016,Number,30153,106
Lower East Side,"$2,000 or more",2016,Number,14776,103
Battery Park/Tribeca,"$2,000 or more",2016,Number,14339.68783,101
Greenwich Village,"$2,000 or more",2016,Number,21168.31217,102
Tottenville,"$2,000 or more",2016,Number,758,503
South Beach,"$2,000 or more",2016,Number,651,502
St. George,"$2,000 or more",2016,Number,517,501
Williamsburg/Greenpoint,"$2,000 or more",2016,Number,15079,301
Bushwick,"$2,000 or more",2016,Number,4550,304
Bedford Stuyvesant,"$2,000 or more",2016,Number,3665,303
Fort Greene/Brooklyn Hts,"$2,000 or more",2016,Number,14001,302
Park Slope,"$2,000 or more",2016,Number,13584,306
Crown Heights North,"$2,000 or more",2016,Number,4967,308
Brownsville,"$2,000 or more",2016,Number,532,316
East New York,"$2,000 or more",2016,Number,638,305
Canarsie,"$2,000 or more",2016,Number,750,318
East Flatbush,"$2,000 or more",2016,Number,431,317
Crown Heights South,"$2,000 or more",2016,Number,1256,309
Sunset Park,"$2,000 or more",2016,Number,2494,307
Bay Ridge,"$2,000 or more",2016,Number,1631,310
Borough Park,"$2,000 or more",2016,Number,1934,312
Flatbush/Midwood,"$2,000 or more",2016,Number,1737,314
Sheepshead Bay,"$2,000 or more",2016,Number,1340,315
Bensonhurst,"$2,000 or more",2016,Number,811,311
Coney Island,"$2,000 or more",2016,Number,823,313
Astoria,"$2,000 or more",2016,Number,7103,401
Jackson Heights,"$2,000 or more",2016,Number,1612,403
Flushing,"$2,000 or more",2016,Number,2838,407
Bayside,"$2,000 or more",2016,Number,1514,411
Queens Village,"$2,000 or more",2016,Number,959,413
Fresh Meadows/Briarwood,"$2,000 or more",2016,Number,1918,408
Elmhurst/Corona,"$2,000 or more",2016,Number,1544,404
Rego Park/Forest Hills,"$2,000 or more",2016,Number,3922,406
Sunnyside/Woodside,"$2,000 or more",2016,Number,6164,402
Ridgewood/Glendale,"$2,000 or more",2016,Number,1640,405
Woodhaven,"$2,000 or more",2016,Number,718,409
Jamaica/St. Albans,"$2,000 or more",2016,Number,627,412
Howard Beach,"$2,000 or more",2016,Number,307,410
The Rockaways,"$2,000 or more",2016,Number,729,414
Bronx,"$2,000 or more",2016,Number,5467,36005
Brooklyn,"$2,000 or more",2016,Number,70223,36047
Manhattan,"$2,000 or more",2016,Number,200446,36061
Queens,"$2,000 or more",2016,Number,31595,36081
Staten Island,"$2,000 or more",2016,Number,1926,36085
New York City,"$2,000 or more",2016,Number,309657,3651000
Riverdale,"$2,000 or more",2016,Percent,0.0626,208
Williamsbridge,"$2,000 or more",2016,Percent,0.012,212
Throgs Neck,"$2,000 or more",2016,Percent,0.01586,210
Pelham Parkway,"$2,000 or more",2016,Percent,0.01719,211
Morrisania,"$2,000 or more",2016,Percent,0.00646,203
East Tremont,"$2,000 or more",2016,Percent,0.00646,206
Bedford Park,"$2,000 or more",2016,Percent,0.01228,207
University Heights,"$2,000 or more",2016,Percent,0.00728,205
Concourse/Highbridge,"$2,000 or more",2016,Percent,0.00419,204
Unionport/Soundview,"$2,000 or more",2016,Percent,0.0138,209
Mott Haven,"$2,000 or more",2016,Percent,0.00902,201
Hunts Point,"$2,000 or more",2016,Percent,0.00902,202
Washington Heights,"$2,000 or more",2016,Percent,0.06204,112
Manhattanville,"$2,000 or more",2016,Percent,0.18646,109
Central Harlem,"$2,000 or more",2016,Percent,0.10411,110
East Harlem,"$2,000 or more",2016,Percent,0.10948,111
Upper East Side,"$2,000 or more",2016,Percent,0.513,108
Upper West Side,"$2,000 or more",2016,Percent,0.4338,107
Chelsea/Clinton,"$2,000 or more",2016,Percent,0.52722,104
Midtown Business District,"$2,000 or more",2016,Percent,0.52722,105
Murray Hill/Stuyvesant,"$2,000 or more",2016,Percent,0.56494,106
Lower East Side,"$2,000 or more",2016,Percent,0.23413,103
Battery Park/Tribeca,"$2,000 or more",2016,Percent,0.65153,101
Greenwich Village,"$2,000 or more",2016,Percent,0.65153,102
Tottenville,"$2,000 or more",2016,Percent,0.07554,503
South Beach,"$2,000 or more",2016,Percent,0.04998,502
St. George,"$2,000 or more",2016,Percent,0.01982,501
Williamsburg/Greenpoint,"$2,000 or more",2016,Percent,0.29005,301
Bushwick,"$2,000 or more",2016,Percent,0.11789,304
Bedford Stuyvesant,"$2,000 or more",2016,Percent,0.09334,303
Fort Greene/Brooklyn Hts,"$2,000 or more",2016,Percent,0.36234,302
Park Slope,"$2,000 or more",2016,Percent,0.4352,306
Crown Heights North,"$2,000 or more",2016,Percent,0.11808,308
Brownsville,"$2,000 or more",2016,Percent,0.01488,316
East New York,"$2,000 or more",2016,Percent,0.01608,305
Canarsie,"$2,000 or more",2016,Percent,0.02696,318
East Flatbush,"$2,000 or more",2016,Percent,0.01368,317
Crown Heights South,"$2,000 or more",2016,Percent,0.03688,309
Sunset Park,"$2,000 or more",2016,Percent,0.07542,307
Bay Ridge,"$2,000 or more",2016,Percent,0.05737,310
Borough Park,"$2,000 or more",2016,Percent,0.06501,312
Flatbush/Midwood,"$2,000 or more",2016,Percent,0.04039,314
Sheepshead Bay,"$2,000 or more",2016,Percent,0.04659,315
Bensonhurst,"$2,000 or more",2016,Percent,0.02061,311
Coney Island,"$2,000 or more",2016,Percent,0.02687,313
Astoria,"$2,000 or more",2016,Percent,0.12097,401
Jackson Heights,"$2,000 or more",2016,Percent,0.0454,403
Flushing,"$2,000 or more",2016,Percent,0.06636,407
Bayside,"$2,000 or more",2016,Percent,0.1247,411
Queens Village,"$2,000 or more",2016,Percent,0.05934,413
Fresh Meadows/Briarwood,"$2,000 or more",2016,Percent,0.06714,408
Elmhurst/Corona,"$2,000 or more",2016,Percent,0.04782,404
Rego Park/Forest Hills,"$2,000 or more",2016,Percent,0.14332,406
Sunnyside/Woodside,"$2,000 or more",2016,Percent,0.16765,402
Ridgewood/Glendale,"$2,000 or more",2016,Percent,0.04747,405
Woodhaven,"$2,000 or more",2016,Percent,0.03067,409
Jamaica/St. Albans,"$2,000 or more",2016,Percent,0.01754,412
Howard Beach,"$2,000 or more",2016,Percent,0.02322,410
The Rockaways,"$2,000 or more",2016,Percent,0.02906,414
Bronx,"$2,000 or more",2016,Percent,0.0141,36005
Brooklyn,"$2,000 or more",2016,Percent,0.10912,36047
Manhattan,"$2,000 or more",2016,Percent,0.35346,36061
Queens,"$2,000 or more",2016,Percent,0.07482,36081
Staten Island,"$2,000 or more",2016,Percent,0.03919,36085
New York City,"$2,000 or more",2016,Percent,0.14961,3651000
Riverdale,Under $500,2015,Number,2267,208
Williamsbridge,Under $500,2015,Number,3357,212
Throgs Neck,Under $500,2015,Number,2745,210
Pelham Parkway,Under $500,2015,Number,4089,211
Morrisania,Under $500,2015,Number,7757.50642,203
East Tremont,Under $500,2015,Number,8098.49358,206
Bedford Park,Under $500,2015,Number,4745,207
University Heights,Under $500,2015,Number,8721,205
Concourse/Highbridge,Under $500,2015,Number,8046,204
Unionport/Soundview,Under $500,2015,Number,8933,209
Mott Haven,Under $500,2015,Number,10779.66715,201
Hunts Point,Under $500,2015,Number,6155.33285,202
Washington Heights,Under $500,2015,Number,8066,112
Manhattanville,Under $500,2015,Number,6911,109
Central Harlem,Under $500,2015,Number,11494,110
East Harlem,Under $500,2015,Number,13548,111
Upper East Side,Under $500,2015,Number,3302,108
Upper West Side,Under $500,2015,Number,6528,107
Chelsea/Clinton,Under $500,2015,Number,3936.7163,104
Midtown Business District,Under $500,2015,Number,1970.2837,105
Murray Hill/Stuyvesant,Under $500,2015,Number,2450,106
Lower East Side,Under $500,2015,Number,15535,103
Battery Park/Tribeca,Under $500,2015,Number,1010.41734,101
Greenwich Village,Under $500,2015,Number,1491.58266,102
Tottenville,Under $500,2015,Number,400,503
South Beach,Under $500,2015,Number,1592,502
St. George,Under $500,2015,Number,4603,501
Williamsburg/Greenpoint,Under $500,2015,Number,7412,301
Bushwick,Under $500,2015,Number,6005,304
Bedford Stuyvesant,Under $500,2015,Number,8459,303
Fort Greene/Brooklyn Hts,Under $500,2015,Number,5918,302
Park Slope,Under $500,2015,Number,3043,306
Crown Heights North,Under $500,2015,Number,7059,308
Brownsville,Under $500,2015,Number,10611,316
East New York,Under $500,2015,Number,8724,305
Canarsie,Under $500,2015,Number,3066,318
East Flatbush,Under $500,2015,Number,1767,317
Crown Heights South,Under $500,2015,Number,2222,309
Sunset Park,Under $500,2015,Number,2923,307
Bay Ridge,Under $500,2015,Number,1342,310
Borough Park,Under $500,2015,Number,2259,312
Flatbush/Midwood,Under $500,2015,Number,2880,314
Sheepshead Bay,Under $500,2015,Number,3041,315
Bensonhurst,Under $500,2015,Number,3134,311
Coney Island,Under $500,2015,Number,8755,313
Astoria,Under $500,2015,Number,5978,401
Jackson Heights,Under $500,2015,Number,1277,403
Flushing,Under $500,2015,Number,2427,407
Bayside,Under $500,2015,Number,165,411
Queens Village,Under $500,2015,Number,428,413
Fresh Meadows/Briarwood,Under $500,2015,Number,1491,408
Elmhurst/Corona,Under $500,2015,Number,1631,404
Rego Park/Forest Hills,Under $500,2015,Number,984,406
Sunnyside/Woodside,Under $500,2015,Number,770,402
Ridgewood/Glendale,Under $500,2015,Number,889,405
Woodhaven,Under $500,2015,Number,512,409
Jamaica/St. Albans,Under $500,2015,Number,3394,412
Howard Beach,Under $500,2015,Number,572,410
The Rockaways,Under $500,2015,Number,5359,414
Bronx,Under $500,2015,Number,75694,36005
Brooklyn,Under $500,2015,Number,88620,36047
Manhattan,Under $500,2015,Number,76243,36061
Queens,Under $500,2015,Number,25877,36081
Staten Island,Under $500,2015,Number,6595,36085
New York City,Under $500,2015,Number,273029,3651000
Riverdale,Under $500,2015,Percent,0.08268,208
Williamsbridge,Under $500,2015,Percent,0.11477,212
Throgs Neck,Under $500,2015,Percent,0.10562,210
Pelham Parkway,Under $500,2015,Percent,0.1327,211
Morrisania,Under $500,2015,Percent,0.31587,203
East Tremont,Under $500,2015,Percent,0.31587,206
Bedford Park,Under $500,2015,Percent,0.1175,207
University Heights,Under $500,2015,Percent,0.2086,205
Concourse/Highbridge,Under $500,2015,Percent,0.18583,204
Unionport/Soundview,Under $500,2015,Percent,0.18302,209
Mott Haven,Under $500,2015,Percent,0.3715,201
Hunts Point,Under $500,2015,Percent,0.3715,202
Washington Heights,Under $500,2015,Percent,0.12262,112
Manhattanville,Under $500,2015,Percent,0.17714,109
Central Harlem,Under $500,2015,Percent,0.25217,110
East Harlem,Under $500,2015,Percent,0.31303,111
Upper East Side,Under $500,2015,Percent,0.04443,108
Upper West Side,Under $500,2015,Percent,0.10158,107
Chelsea/Clinton,Under $500,2015,Percent,0.09289,104
Midtown Business District,Under $500,2015,Percent,0.09289,105
Murray Hill/Stuyvesant,Under $500,2015,Percent,0.04556,106
Lower East Side,Under $500,2015,Percent,0.24717,103
Battery Park/Tribeca,Under $500,2015,Percent,0.04581,101
Greenwich Village,Under $500,2015,Percent,0.04581,102
Tottenville,Under $500,2015,Percent,0.03876,503
South Beach,Under $500,2015,Percent,0.12115,502
St. George,Under $500,2015,Percent,0.17788,501
Williamsburg/Greenpoint,Under $500,2015,Percent,0.14628,301
Bushwick,Under $500,2015,Percent,0.15619,304
Bedford Stuyvesant,Under $500,2015,Percent,0.21901,303
Fort Greene/Brooklyn Hts,Under $500,2015,Percent,0.15529,302
Park Slope,Under $500,2015,Percent,0.09689,306
Crown Heights North,Under $500,2015,Percent,0.17078,308
Brownsville,Under $500,2015,Percent,0.29998,316
East New York,Under $500,2015,Percent,0.22164,305
Canarsie,Under $500,2015,Percent,0.10999,318
East Flatbush,Under $500,2015,Percent,0.05716,317
Crown Heights South,Under $500,2015,Percent,0.0653,309
Sunset Park,Under $500,2015,Percent,0.08709,307
Bay Ridge,Under $500,2015,Percent,0.04594,310
Borough Park,Under $500,2015,Percent,0.07546,312
Flatbush/Midwood,Under $500,2015,Percent,0.06647,314
Sheepshead Bay,Under $500,2015,Percent,0.10612,315
Bensonhurst,Under $500,2015,Percent,0.08014,311
Coney Island,Under $500,2015,Percent,0.28607,313
Astoria,Under $500,2015,Percent,0.10237,401
Jackson Heights,Under $500,2015,Percent,0.03469,403
Flushing,Under $500,2015,Percent,0.05644,407
Bayside,Under $500,2015,Percent,0.01337,411
Queens Village,Under $500,2015,Percent,0.02679,413
Fresh Meadows/Briarwood,Under $500,2015,Percent,0.05183,408
Elmhurst/Corona,Under $500,2015,Percent,0.0494,404
Rego Park/Forest Hills,Under $500,2015,Percent,0.03561,406
Sunnyside/Woodside,Under $500,2015,Percent,0.02081,402
Ridgewood/Glendale,Under $500,2015,Percent,0.02567,405
Woodhaven,Under $500,2015,Percent,0.02181,409
Jamaica/St. Albans,Under $500,2015,Percent,0.09547,412
Howard Beach,Under $500,2015,Percent,0.04141,410
The Rockaways,Under $500,2015,Percent,0.21643,414
Bronx,Under $500,2015,Percent,0.19735,36005
Brooklyn,Under $500,2015,Percent,0.13835,36047
Manhattan,Under $500,2015,Percent,0.13445,36061
Queens,Under $500,2015,Percent,0.06086,36081
Staten Island,Under $500,2015,Percent,0.13367,36085
New York City,Under $500,2015,Percent,0.13217,3651000
Riverdale,$500 to $999,2015,Number,8181,208
Williamsbridge,$500 to $999,2015,Number,8916,212
Throgs Neck,$500 to $999,2015,Number,9318,210
Pelham Parkway,$500 to $999,2015,Number,8830,211
Morrisania,$500 to $999,2015,Number,9063.79692,203
East Tremont,$500 to $999,2015,Number,9462.20308,206
Bedford Park,$500 to $999,2015,Number,14283,207
University Heights,$500 to $999,2015,Number,16225,205
Concourse/Highbridge,$500 to $999,2015,Number,17929,204
Unionport/Soundview,$500 to $999,2015,Number,15632,209
Mott Haven,$500 to $999,2015,Number,10060.38614,201
Hunts Point,$500 to $999,2015,Number,5744.61386,202
Washington Heights,$500 to $999,2015,Number,22565,112
Manhattanville,$500 to $999,2015,Number,11072,109
Central Harlem,$500 to $999,2015,Number,15556,110
East Harlem,$500 to $999,2015,Number,13068,111
Upper East Side,$500 to $999,2015,Number,7233,108
Upper West Side,$500 to $999,2015,Number,11551,107
Chelsea/Clinton,$500 to $999,2015,Number,6905.08169,104
Midtown Business District,$500 to $999,2015,Number,3455.91831,105
Murray Hill/Stuyvesant,$500 to $999,2015,Number,3576,106
Lower East Side,$500 to $999,2015,Number,18211,103
Battery Park/Tribeca,$500 to $999,2015,Number,2543.00479,101
Greenwich Village,$500 to $999,2015,Number,3753.99521,102
Tottenville,$500 to $999,2015,Number,4124,503
South Beach,$500 to $999,2015,Number,4496,502
St. George,$500 to $999,2015,Number,8479,501
Williamsburg/Greenpoint,$500 to $999,2015,Number,10937,301
Bushwick,$500 to $999,2015,Number,9972,304
Bedford Stuyvesant,$500 to $999,2015,Number,11723,303
Fort Greene/Brooklyn Hts,$500 to $999,2015,Number,6887,302
Park Slope,$500 to $999,2015,Number,3709,306
Crown Heights North,$500 to $999,2015,Number,13149,308
Brownsville,$500 to $999,2015,Number,11859,316
East New York,$500 to $999,2015,Number,10627,305
Canarsie,$500 to $999,2015,Number,6892,318
East Flatbush,$500 to $999,2015,Number,10286,317
Crown Heights South,$500 to $999,2015,Number,11735,309
Sunset Park,$500 to $999,2015,Number,8789,307
Bay Ridge,$500 to $999,2015,Number,6209,310
Borough Park,$500 to $999,2015,Number,7317,312
Flatbush/Midwood,$500 to $999,2015,Number,11701,314
Sheepshead Bay,$500 to $999,2015,Number,7873,315
Bensonhurst,$500 to $999,2015,Number,10447,311
Coney Island,$500 to $999,2015,Number,9210,313
Astoria,$500 to $999,2015,Number,10554,401
Jackson Heights,$500 to $999,2015,Number,8069,403
Flushing,$500 to $999,2015,Number,8586,407
Bayside,$500 to $999,2015,Number,1452,411
Queens Village,$500 to $999,2015,Number,2984,413
